"Town","FIPS","Year","Family Type","Parent Employment Status","Measure Type","Variable","Value"
"Eastford","0901521860","2009-2013","Living with Two Parents","All","Percent","Non-Working Parents",84.07
"Eastford","0901521860","2009-2013","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",5.9
"Eastford","0901521860","2010-2014","All","All","Number","Margins of Error",56
"Eastford","0901521860","2010-2014","Living with One Parent","All","Number","Margins of Error",34.99
"Eastford","0901521860","2010-2014","Living with One Parent","Not in Work Force","Number","Margins of Error",20.4
"Eastford","0901521860","2010-2014","Living with Two Parents","All","Number","Margins of Error",59.94
"Eastford","0901521860","2010-2014","Living with Two Parents","Not in Work Force","Number","Margins of Error",11.18
"Eastford","0901521860","2010-2014","All","All","Number","Non-Working Parents",319
"Eastford","0901521860","2010-2014","Living with One Parent","All","Number","Non-Working Parents",64
"Eastford","0901521860","2010-2014","Living with One Parent","Not in Work Force","Number","Non-Working Parents",14
"Eastford","0901521860","2010-2014","Living with Two Parents","All","Number","Non-Working Parents",255
"Eastford","0901521860","2010-2014","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",11
"Eastford","0901521860","2010-2014","Living with One Parent","All","Percent","Margins of Error",0.1
"Eastford","0901521860","2010-2014","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.06
"Eastford","0901521860","2010-2014","Living with Two Parents","All","Percent","Margins of Error",0.12
"Eastford","0901521860","2010-2014","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.03
"Eastford","0901521860","2010-2014","Living with One Parent","All","Percent","Non-Working Parents",20.06
"Eastford","0901521860","2010-2014","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",4.39
"Eastford","0901521860","2010-2014","Living with Two Parents","All","Percent","Non-Working Parents",79.94
"Eastford","0901521860","2010-2014","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",3.45
"Eastford","0901521860","2011-2015","All","All","Number","Margins of Error",58
"Eastford","0901521860","2011-2015","Living with One Parent","All","Number","Margins of Error",32.25
"Eastford","0901521860","2011-2015","Living with One Parent","Not in Work Force","Number","Margins of Error",24
"Eastford","0901521860","2011-2015","Living with Two Parents","All","Number","Margins of Error",64.4
"Eastford","0901521860","2011-2015","Living with Two Parents","Not in Work Force","Number","Margins of Error",15.65
"Eastford","0901521860","2011-2015","All","All","Number","Non-Working Parents",328
"Eastford","0901521860","2011-2015","Living with One Parent","All","Number","Non-Working Parents",69
"Eastford","0901521860","2011-2015","Living with One Parent","Not in Work Force","Number","Non-Working Parents",9
"Eastford","0901521860","2011-2015","Living with Two Parents","All","Number","Non-Working Parents",259
"Eastford","0901521860","2011-2015","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",18
"Eastford","0901521860","2011-2015","Living with One Parent","All","Percent","Margins of Error",0.09
"Eastford","0901521860","2011-2015","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.07
"Eastford","0901521860","2011-2015","Living with Two Parents","All","Percent","Margins of Error",0.14
"Eastford","0901521860","2011-2015","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.05
"Eastford","0901521860","2011-2015","Living with One Parent","All","Percent","Non-Working Parents",21.04
"Eastford","0901521860","2011-2015","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.74
"Eastford","0901521860","2011-2015","Living with Two Parents","All","Percent","Non-Working Parents",78.96
"Eastford","0901521860","2011-2015","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",5.49
"Eastford","0901521860","2012-2016","All","All","Number","Margins of Error",54
"Eastford","0901521860","2012-2016","Living with One Parent","All","Number","Margins of Error",25.24
"Eastford","0901521860","2012-2016","Living with One Parent","Not in Work Force","Number","Margins of Error",25.06
"Eastford","0901521860","2012-2016","Living with Two Parents","All","Number","Margins of Error",69.35
"Eastford","0901521860","2012-2016","Living with Two Parents","Not in Work Force","Number","Margins of Error",18.36
"Eastford","0901521860","2012-2016","All","All","Number","Non-Working Parents",296
"Eastford","0901521860","2012-2016","Living with One Parent","All","Number","Non-Working Parents",61
"Eastford","0901521860","2012-2016","Living with One Parent","Not in Work Force","Number","Non-Working Parents",11
"Eastford","0901521860","2012-2016","Living with Two Parents","All","Number","Non-Working Parents",235
"Eastford","0901521860","2012-2016","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",20
"Eastford","0901521860","2012-2016","Living with One Parent","All","Percent","Margins of Error",0.08
"Eastford","0901521860","2012-2016","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.08
"Eastford","0901521860","2012-2016","Living with Two Parents","All","Percent","Margins of Error",0.18
"Eastford","0901521860","2012-2016","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.06
"Eastford","0901521860","2012-2016","Living with One Parent","All","Percent","Non-Working Parents",20.61
"Eastford","0901521860","2012-2016","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",3.72
"Eastford","0901521860","2012-2016","Living with Two Parents","All","Percent","Non-Working Parents",79.39
"Eastford","0901521860","2012-2016","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",6.76
"Eastford","0901521860","2013-2017","All","All","Number","Margins of Error",53
"Eastford","0901521860","2013-2017","Living with One Parent","All","Number","Margins of Error",28.02
"Eastford","0901521860","2013-2017","Living with One Parent","Not in Work Force","Number","Margins of Error",25.06
"Eastford","0901521860","2013-2017","Living with Two Parents","All","Number","Margins of Error",48.88
"Eastford","0901521860","2013-2017","Living with Two Parents","Not in Work Force","Number","Margins of Error",15.65
"Eastford","0901521860","2013-2017","All","All","Number","Non-Working Parents",234
"Eastford","0901521860","2013-2017","Living with One Parent","All","Number","Non-Working Parents",57
"Eastford","0901521860","2013-2017","Living with One Parent","Not in Work Force","Number","Non-Working Parents",11
"Eastford","0901521860","2013-2017","Living with Two Parents","All","Number","Non-Working Parents",177
"Eastford","0901521860","2013-2017","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",20
"Eastford","0901521860","2013-2017","Living with One Parent","All","Percent","Margins of Error",0.11
"Eastford","0901521860","2013-2017","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.11
"Eastford","0901521860","2013-2017","Living with Two Parents","All","Percent","Margins of Error",0.12
"Eastford","0901521860","2013-2017","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.06
"Eastford","0901521860","2013-2017","Living with One Parent","All","Percent","Non-Working Parents",24.36
"Eastford","0901521860","2013-2017","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",4.7
"Eastford","0901521860","2013-2017","Living with Two Parents","All","Percent","Non-Working Parents",75.64
"Eastford","0901521860","2013-2017","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",8.55
"Eastford","0901521860","2014-2018","All","All","Number","Margins of Error",48
"Eastford","0901521860","2014-2018","Living with One Parent","All","Number","Margins of Error",24.21
"Eastford","0901521860","2014-2018","Living with One Parent","Not in Work Force","Number","Margins of Error",24
"Eastford","0901521860","2014-2018","Living with Two Parents","All","Number","Margins of Error",51.31
"Eastford","0901521860","2014-2018","Living with Two Parents","Not in Work Force","Number","Margins of Error",14.42
"Eastford","0901521860","2014-2018","All","All","Number","Non-Working Parents",234
"Eastford","0901521860","2014-2018","Living with One Parent","All","Number","Non-Working Parents",39
"Eastford","0901521860","2014-2018","Living with One Parent","Not in Work Force","Number","Non-Working Parents",0
"Eastford","0901521860","2014-2018","Living with Two Parents","All","Number","Non-Working Parents",195
"Eastford","0901521860","2014-2018","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",6
"Eastford","0901521860","2014-2018","Living with One Parent","All","Percent","Margins of Error",0.1
"Eastford","0901521860","2014-2018","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.1
"Eastford","0901521860","2014-2018","Living with Two Parents","All","Percent","Margins of Error",0.14
"Eastford","0901521860","2014-2018","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.06
"Eastford","0901521860","2014-2018","Living with One Parent","All","Percent","Non-Working Parents",16.67
"Eastford","0901521860","2014-2018","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0
"Eastford","0901521860","2014-2018","Living with Two Parents","All","Percent","Non-Working Parents",83.33
"Eastford","0901521860","2014-2018","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",2.56
"Eastford","0901521860","2015-2019","All","All","Number","Margins of Error",38
"Eastford","0901521860","2015-2019","Living with One Parent","All","Number","Margins of Error",22.63
"Eastford","0901521860","2015-2019","Living with One Parent","Not in Work Force","Number","Margins of Error",23.43
"Eastford","0901521860","2015-2019","Living with Two Parents","All","Number","Margins of Error",46.32
"Eastford","0901521860","2015-2019","Living with Two Parents","Not in Work Force","Number","Margins of Error",13.89
"Eastford","0901521860","2015-2019","All","All","Number","Non-Working Parents",214
"Eastford","0901521860","2015-2019","Living with One Parent","All","Number","Non-Working Parents",37
"Eastford","0901521860","2015-2019","Living with One Parent","Not in Work Force","Number","Non-Working Parents",17
"Eastford","0901521860","2015-2019","Living with Two Parents","All","Number","Non-Working Parents",177
"Eastford","0901521860","2015-2019","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",5
"Eastford","0901521860","2015-2019","Living with One Parent","All","Percent","Margins of Error",0.1
"Eastford","0901521860","2015-2019","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.11
"Eastford","0901521860","2015-2019","Living with Two Parents","All","Percent","Margins of Error",0.16
"Eastford","0901521860","2015-2019","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.06
"Eastford","0901521860","2015-2019","Living with One Parent","All","Percent","Non-Working Parents",17.29
