"Town","FIPS","Year","Family Type","Parent Employment Status","Measure Type","Variable","Value"
"Bethany","0900904580","2009-2013","Living with Two Parents","All","Number","Margin of Error",181.62
"Bethany","0900904580","2009-2013","Living with Two Parents","Not in Work Force","Number","Margin of Error",24.04
"Bethany","0900904580","2009-2013","All","All","Number","Non-Working Parents",1384
"Bethany","0900904580","2009-2013","Living with One Parent","All","Number","Non-Working Parents",222
"Bethany","0900904580","2009-2013","Living with One Parent","Not in Work Force","Number","Non-Working Parents",48
"Bethany","0900904580","2009-2013","Living with Two Parents","All","Number","Non-Working Parents",1162
"Bethany","0900904580","2009-2013","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Bethany","0900904580","2009-2013","Living with One Parent","All","Percent","Margin of Error",0.09
"Bethany","0900904580","2009-2013","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.05
"Bethany","0900904580","2009-2013","Living with Two Parents","All","Percent","Margin of Error",0.08
"Bethany","0900904580","2009-2013","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.02
"Bethany","0900904580","2009-2013","Living with One Parent","All","Percent","Non-Working Parents",16.04
"Bethany","0900904580","2009-2013","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",3.47
"Bethany","0900904580","2009-2013","Living with Two Parents","All","Percent","Non-Working Parents",83.96
"Bethany","0900904580","2009-2013","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Bethany","0900904580","2010-2014","All","All","Number","Margin of Error",164.69
"Bethany","0900904580","2010-2014","Living with One Parent","All","Number","Margin of Error",98.43
"Bethany","0900904580","2010-2014","Living with One Parent","Not in Work Force","Number","Margin of Error",31.1
"Bethany","0900904580","2010-2014","Living with Two Parents","All","Number","Margin of Error",181.2
"Bethany","0900904580","2010-2014","Living with Two Parents","Not in Work Force","Number","Margin of Error",24.04
"Bethany","0900904580","2010-2014","All","All","Number","Non-Working Parents",1290
"Bethany","0900904580","2010-2014","Living with One Parent","All","Number","Non-Working Parents",252
"Bethany","0900904580","2010-2014","Living with One Parent","Not in Work Force","Number","Non-Working Parents",6
"Bethany","0900904580","2010-2014","Living with Two Parents","All","Number","Non-Working Parents",1038
"Bethany","0900904580","2010-2014","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Bethany","0900904580","2010-2014","Living with One Parent","All","Percent","Margin of Error",0.07
"Bethany","0900904580","2010-2014","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"Bethany","0900904580","2010-2014","Living with Two Parents","All","Percent","Margin of Error",0.1
"Bethany","0900904580","2010-2014","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.02
"Bethany","0900904580","2010-2014","Living with One Parent","All","Percent","Non-Working Parents",19.53
"Bethany","0900904580","2010-2014","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0.47
"Bethany","0900904580","2010-2014","Living with Two Parents","All","Percent","Non-Working Parents",80.47
"Bethany","0900904580","2010-2014","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Bethany","0900904580","2011-2015","All","All","Number","Margin of Error",235.1
"Bethany","0900904580","2011-2015","Living with One Parent","All","Number","Margin of Error",116.09
"Bethany","0900904580","2011-2015","Living with One Parent","Not in Work Force","Number","Margin of Error",31.1
"Bethany","0900904580","2011-2015","Living with Two Parents","All","Number","Margin of Error",238.3
"Bethany","0900904580","2011-2015","Living with Two Parents","Not in Work Force","Number","Margin of Error",24.04
"Bethany","0900904580","2011-2015","All","All","Number","Non-Working Parents",1295
"Bethany","0900904580","2011-2015","Living with One Parent","All","Number","Non-Working Parents",229
"Bethany","0900904580","2011-2015","Living with One Parent","Not in Work Force","Number","Non-Working Parents",6
"Bethany","0900904580","2011-2015","Living with Two Parents","All","Number","Non-Working Parents",1066
"Bethany","0900904580","2011-2015","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Bethany","0900904580","2011-2015","Living with One Parent","All","Percent","Margin of Error",0.08
"Bethany","0900904580","2011-2015","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"Bethany","0900904580","2011-2015","Living with Two Parents","All","Percent","Margin of Error",0.11
"Bethany","0900904580","2011-2015","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.02
"Bethany","0900904580","2011-2015","Living with One Parent","All","Percent","Non-Working Parents",17.68
"Bethany","0900904580","2011-2015","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0.46
"Bethany","0900904580","2011-2015","Living with Two Parents","All","Percent","Non-Working Parents",82.32
"Bethany","0900904580","2011-2015","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Bethel","0900104720","2006-2010","All","All","Number","Margin of Error",417.74
"Bethel","0900104720","2006-2010","Living with One Parent","All","Number","Margin of Error",244.61
"Bethel","0900104720","2006-2010","Living with One Parent","Not in Work Force","Number","Margin of Error",230.89
"Bethel","0900104720","2006-2010","Living with Two Parents","All","Number","Margin of Error",375.98
"Bethel","0900104720","2006-2010","Living with Two Parents","Not in Work Force","Number","Margin of Error",35.61
"Bethel","0900104720","2006-2010","All","All","Number","Non-Working Parents",4304
"Bethel","0900104720","2006-2010","Living with One Parent","All","Number","Non-Working Parents",833
"Bethel","0900104720","2006-2010","Living with One Parent","Not in Work Force","Number","Non-Working Parents",61
"Bethel","0900104720","2006-2010","Living with Two Parents","All","Number","Non-Working Parents",3471
"Bethel","0900104720","2006-2010","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",38
"Bethel","0900104720","2006-2010","Living with One Parent","All","Percent","Margin of Error",0.05
"Bethel","0900104720","2006-2010","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.05
"Bethel","0900104720","2006-2010","Living with Two Parents","All","Percent","Margin of Error",0.04
"Bethel","0900104720","2006-2010","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"Bethel","0900104720","2006-2010","Living with One Parent","All","Percent","Non-Working Parents",19.35
"Bethel","0900104720","2006-2010","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.42
"Bethel","0900104720","2006-2010","Living with Two Parents","All","Percent","Non-Working Parents",80.65
"Bethel","0900104720","2006-2010","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.88
"Bethel","0900104720","2007-2011","All","All","Number","Margin of Error",393.33
"Bethel","0900104720","2007-2011","Living with One Parent","All","Number","Margin of Error",246.03
"Bethel","0900104720","2007-2011","Living with One Parent","Not in Work Force","Number","Margin of Error",184
"Bethel","0900104720","2007-2011","Living with Two Parents","All","Number","Margin of Error",350.26
"Bethel","0900104720","2007-2011","Living with Two Parents","Not in Work Force","Number","Margin of Error",38.21
"Bethel","0900104720","2007-2011","All","All","Number","Non-Working Parents",4356
"Bethel","0900104720","2007-2011","Living with One Parent","All","Number","Non-Working Parents",678
"Bethel","0900104720","2007-2011","Living with One Parent","Not in Work Force","Number","Non-Working Parents",0
"Bethel","0900104720","2007-2011","Living with Two Parents","All","Number","Non-Working Parents",3678
"Bethel","0900104720","2007-2011","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",41
"Bethel","0900104720","2007-2011","Living with One Parent","All","Percent","Margin of Error",0.05
"Bethel","0900104720","2007-2011","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.04
"Bethel","0900104720","2007-2011","Living with Two Parents","All","Percent","Margin of Error",0.03
"Bethel","0900104720","2007-2011","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"Bethel","0900104720","2007-2011","Living with One Parent","All","Percent","Non-Working Parents",15.56
"Bethel","0900104720","2007-2011","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0
"Bethel","0900104720","2007-2011","Living with Two Parents","All","Percent","Non-Working Parents",84.44
"Bethel","0900104720","2007-2011","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.94
"Bethel","0900104720","2008-2012","All","All","Number","Margin of Error",358.81
"Bethel","0900104720","2008-2012","Living with One Parent","All","Number","Margin of Error",252.39
"Bethel","0900104720","2008-2012","Living with One Parent","Not in Work Force","Number","Margin of Error",98.91
"Bethel","0900104720","2008-2012","Living with Two Parents","All","Number","Margin of Error",343.8
"Bethel","0900104720","2008-2012","Living with Two Parents","Not in Work Force","Number","Margin of Error",22.47
"Bethel","0900104720","2008-2012","All","All","Number","Non-Working Parents",4357
"Bethel","0900104720","2008-2012","Living with One Parent","All","Number","Non-Working Parents",840
"Bethel","0900104720","2008-2012","Living with One Parent","Not in Work Force","Number","Non-Working Parents",95
"Bethel","0900104720","2008-2012","Living with Two Parents","All","Number","Non-Working Parents",3517
"Bethel","0900104720","2008-2012","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",8
"Bethel","0900104720","2008-2012","Living with One Parent","All","Percent","Margin of Error",0.06
"Bethel","0900104720","2008-2012","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"Bethel","0900104720","2008-2012","Living with Two Parents","All","Percent","Margin of Error",0.04
"Bethel","0900104720","2008-2012","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
"Bethel","0900104720","2008-2012","Living with One Parent","All","Percent","Non-Working Parents",19.28
"Bethel","0900104720","2008-2012","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.18
"Bethel","0900104720","2008-2012","Living with Two Parents","All","Percent","Non-Working Parents",80.72
"Bethel","0900104720","2008-2012","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.18
"Bethel","0900104720","2009-2013","All","All","Number","Margin of Error",324.56
"Bethel","0900104720","2009-2013","Living with One Parent","All","Number","Margin of Error",233.75
"Bethel","0900104720","2009-2013","Living with One Parent","Not in Work Force","Number","Margin of Error",100.01
"Bethel","0900104720","2009-2013","Living with Two Parents","All","Number","Margin of Error",331.1
"Bethel","0900104720","2009-2013","Living with Two Parents","Not in Work Force","Number","Margin of Error",24.84
"Bethel","0900104720","2009-2013","All","All","Number","Non-Working Parents",4316
"Bethel","0900104720","2009-2013","Living with One Parent","All","Number","Non-Working Parents",897
"Bethel","0900104720","2009-2013","Living with One Parent","Not in Work Force","Number","Non-Working Parents",107
"Bethel","0900104720","2009-2013","Living with Two Parents","All","Number","Non-Working Parents",3419
"Bethel","0900104720","2009-2013","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",10
"Bethel","0900104720","2009-2013","Living with One Parent","All","Percent","Margin of Error",0.05
"Bethel","0900104720","2009-2013","Living with One Parent","Not in Work Force","Percent","Margin of Error",0.02
"Bethel","0900104720","2009-2013","Living with Two Parents","All","Percent","Margin of Error",0.05
"Bethel","0900104720","2009-2013","Living with Two Parents","Not in Work Force","Percent","Margin of Error",0.01
